album_name,composer,director,orchestra,solist,instrument,obra_type,nota,obra_number,opus_number,cd_number
"EN AZUL","GERSHWIN, GEORGE - 1898/1937","HANSSON, HOWARD","EATSMAN ROCHESTER","LISZT, EUGENE","PIANO","RAPSODIA",,,0,,,71,11,09/23/94
"UN AMERICANO EN PARIS","GERSHWIN, GEORGE - 1898/1937","BERSTEIN, LEONARD","FILARMONICA DE NUEVA YORK",,,"BALLET",,,0,,,105,73,09/24/94
"EN AZUL","GERSHWIN, GEORGE - 1898/1937","BERSTEIN, LEONARD","FILARMONICA DE NUEVA YORK",,,"RAPSODIA",,,0,,,73,105,09/24/94
,"GERSHWIN, GEORGE - 1898/1937","DOWNES, EDWARD","FILARMONICA DE LONDRES","SZIDON, ROBERTO","PIANO","CONCIERTO","FA MAYOR",,0,,,134,230,09/24/94
"DE LOS ESPIRITUS BENDITOS","GLUCK, CHRISTOPH VON-1714/1787","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"DANZA",,,0,,,106,122,09/24/94
"DE LOS MARINEROS RUSOS","GLIERE, REINHOLD M. -1875/1956","BERSTEIN, LEONARD","FILARMONICA DE NUEVA YORK",,,"DANZA",,,0,,,104,20,09/24/94
"DE RUSSLAN Y LIUDMILLA","GLINKA, MIKHAIL - 1804/1857","BERSTEIN, LEONARD","FILARMONICA DE NUEVA YORK",,,"OBERTURA",,,0,,,104,20,09/24/94
"ESPANOLAS","GRANADOS, ENRIQUE - 1867/1916",,,"DE LAROCHA, ALICIA","PIANO","DANZA",,,0,,,,215,09/24/94
"JEROMITA LINARES","GUASTAVINO, CARLOS",,"CAMERATA BARILOCHE","FALU, EDUARDO","GUITARRA Y CUERDAS","SUITE",,,0,,,,208,09/24/94
,"GOLDBERG, JOHAN G. - 1727/1756",,,"PERLMAN-ZUKERMAN-EDDY-SANDERS","VIOLIN, CELLO Y CLAVICORDIO","SONATA","DO",,0,,,274,,09/24/94
,"GRIEG, EDWARD - 1843/1907","ORMANDY, EUGENE","DE FILADELFIA","ENTREMONT, PHILIP","PIANO","CONCIERTO","LA MENOR",,16,,,,150,09/24/94
,"GRIEG, EDWARD - 1843/1907","HENRY, ADOLPH","SINFONICA DE MUNICH",,"PIANO","CONCIERTO","LA MENOR",,16,,,,100,09/24/94
,"GRIEG, EDWARD - 1843/1907","MATASIC, LOVRO VON","DE LA OPERA DE MONTECARLO","RICHTER, SVIATOSLAV","PIANO","CONCIERTO","LA MENOR",,16,,,32,70,09/24/94
"PEER GYNT","GRIEG, EDWARD - 1843/1907","LEPPARD, RAYMOND","DE CAMARA INGLESA",,,"SUITE",,1,46,,,33,71,09/24/94
"PEER GYNT","GRIEG, EDWARD - 1843/1907","LEPPARD, RAYMOND","DE CAMARA INGLESA",,,"SUITE",,2,55,,,33,71,09/24/94
"NORUEGA","GRIEG, EDWARD - 1843/1907","LEPPARD, RAYMOND","DE CAMARA INGLESA",,,"DANZA",,,35,,,33,71,09/24/94
"PEER GYNT","GRIEG, EDWARD - 1843/1907","BERSTEIN, LEONARD","FILARMONICA DE NUEVA YORK",,,"SUITE",,1,46,,,,200,09/24/94
"PEER GYNT","GRIEG, EDWARD - 1843/1907","BERSTEIN, LEONARD","FILARMONICA DE NUEVA YORK",,,"SUITE",,2,55,,,,200,09/24/94
"ELEJIACAS","GRIEG, EDWARD - 1843/1907","BARBIROLI, SIR JOHN","HALLE",,,"MELODIA",,,34,,,145,,09/24/94
,"GRIEG, EDWARD - 1843/1907",,,"BAJOUR, S. Y ANTOGNAZZI, A.","VIOLIN Y PIANO","SONATA","SOL MAYOR",2,13,,,151,,09/24/94
"PEER GYNT","GRIEG, EDWARD - 1843/1907","ORMANDY, EUGENE","DE FILADELFIA",,,"SUITE",,1,46,22,,,,09/24/94
"PEER GYNT","GRIEG, EDWARD - 1843/1907","ORMANDY, EUGENE","DE FILADELFIA",,,"SUITE",,2,55,22,,,,09/24/94
"NORUEGA","GRIEG, EDWARD - 1843/1907","ORMANDY, EUGENE","DE FILADELFIA",,,"DANZA",,2,35,22,,,,09/24/94
"ELEJIACAS","GRIEG, EDWARD - 1843/1907","ORMANDY, EUGENE","DE FILADELFIA",,,"MELODIA",,,34,22,,,,09/24/94
"NORUEGA DE LA SUITE LYRIC","GRIEG, EDWARD - 1843/1907","ORMANDY, EUGENE","DE FILADELFIA",,,"MARCHAS",,3,54,22,,,,09/24/94
"DE LA SUITE LYRIC","GRIEG, EDWARD - 1843/1907","ORMANDY, EUGENE","DE FILADELFIA",,,"NOCTURNO",,4,54,22,,,,09/24/94
"HOMENAJE (DE ""SIGURD JORSALFAR","GRIEG, EDWARD - 1843/1907","ORMANDY, EUGENE","DE FILADELFIA",,,"MARCHAS",,3,56,22,,,,09/24/94
,"GRIEG, EDWARD - 1843/1907","DAVIS, COLIN SIR","SINFONICA DE LA RADIO BAVIERA","PERAHIA, MURRAY","PIANO","CONCIERTO","LA MENOR",,16,23,,,,09/24/94
"H O L B E R G","GRIEG, EDWARD - 1843/1907",,"ORPHEUS CHAMBER ORCHESTRA",,,"SUITE",,,40,38,,,,09/24/94
"ELEJIACAS","GRIEG, EDWARD - 1843/1907",,"ORPHEUS CHAMBER ORCHESTRA",,,"MELODIA",,,34,38,,,,09/24/94
"ARIETTA","GRIEG, EDWARD - 1843/1907",,,"JANDO, JENO","PIANO","PIEZA LIRICA",,1,12,,,242,,09/24/94
"FOLKEVISE","GRIEG, EDWARD - 1843/1907",,,"JANDO, JENO","PIANO","PIEZA LIRICA",,5,12,,,242,,09/24/94
"BUTTERFLY","GRIEG, EDWARD - 1843/1907",,,"JANDO, JENO","PIANO","PIEZA LIRICA",,1,43,,,242,,09/24/94
"TO SPRING","GRIEG, EDWARD - 1843/1907",,,"JANDO, JENO","PIANO","PIEZA LIRICA",,6,43,,,242,,09/24/94
"NOTTURNO","GRIEG, EDWARD - 1843/1907",,,"JANDO, JENO","PIANO","PIEZA LIRICA",,4,54,,,242,,09/24/94
,"BACH, JOHAN S.- 1685/1750",,"CAMERATA BARILOCHE",,,"QUINTETO","MI BEMOL MAYOR",,0,,,27,,09/27/94
"P/CUERDAS, PERCUSION Y CELESTA","BARTOK, BELA - 1881/1945","DORATTI, ANTAL","SINFONICA DE DETROIT",,,"MUSICA INCIDENTAL",,,0,,,,313,09/27/94
"BRYLLUPSDAG PA TROLDHAUGEN","GRIEG, EDWARD - 1843/1907",,,"JANDO, JENO","PIANO","PIEZA LIRICA",,6,65,,,242,,09/27/94
"MUSICA ACUATICA","HANDEL, GEORGE F. - 1685/1759","BOULEZ, PIERRE","FILARMONICA DE NUEVA YORK",,,"MUSICA INCIDENTAL",,,0,,,34,86,09/27/94
"MUSICA ACUATICA","HANDEL, GEORGE F. - 1685/1759","MALGOIRE, J. C.","LA GRAN ECURIE Y LA CHAMBRE DU",,,"MUSICA INCIDENTAL",,,0,,,,87,09/27/94
"MUSICA ACUATICA","HANDEL, GEORGE F. - 1685/1759","LEPPARD, RAYMOND","DE CAMARA INGLESA","PEARSON, LESLIE","CEMBALO","MUSICA INCIDENTAL",,,0,,,87,88,09/27/94
"NOS. 1 AL 12","HANDEL, GEORGE F. - 1685/1759","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"CONCIERTO GROSSO",,,6,,,,999,09/27/94
,"HANDEL, GEORGE F. - 1685/1759","RICHTER, KARL","""BACH"" DE MUNICH",,,"CONCIERTO GROSSO",,12,6,,,87,5,09/27/94
,"HANDEL, GEORGE F. - 1685/1759","LEPPARD, RAYMOND","DE CAMARA INGLESA",,,"CONCIERTO","MI MAYOR",1,0,,,123,89,09/27/94
,"HANDEL, GEORGE F. - 1685/1759","LEPPARD, RAYMOND","DE CAMARA INGLESA",,,"CONCIERTO","SI BEMOL",2,0,,,123,89,09/27/94
,"HANDEL, GEORGE F. - 1685/1759","LEPPARD, RAYMOND","DE CAMARA INGLESA",,,"CONCIERTO","MI MAYOR",3,0,,,123,89,09/27/94
"DE LA OPERA XERXES","HANDEL, GEORGE F. - 1685/1759","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"LARGO",,,0,,,98,122,09/27/94
,"HANDEL, GEORGE F. - 1685/1759",,,"ESTRELLA, MIGUEL ANGEL","PIANO","SUITE",,7,0,,,155,253,09/28/94
"ALEMANAS NOS. 1 AL 12","HAYDN, FRANZ J.- 1732/1809",,"CAMERATA BARILOCHE","LYSY, ALBERTO","VIOLIN","DANZA",,,0,,,137,204,09/28/94
,"HAYDN, FRANZ J.- 1732/1809",,"CAMERATA BARILOCHE","LYSY, ALBERTO","VIOLIN","DIVERTIMENTO","SOL MAYOR",,0,,,137,204,09/28/94
,"HAYDN, FRANZ J.- 1732/1809",,"CAMERATA BARILOCHE","LYSY, ALBERTO","VIOLIN","CONCIERTO","SOL MAYOR",,0,,,137,204,09/28/94
,"HAYDN, FRANZ J.- 1732/1809","CASALS, PABLO","DE CONCIERTOS LAMOUREUX","GENDRON, MAURICE","CELLO","CONCIERTO","RE MAYOR",,101,,,109,74,09/28/94
"HOB:18:11","HAYDN, FRANZ J.- 1732/1809","GOLDBERG, SZYMON","DE CAMARA DE HOLANDA","HAEBLER, INGRID","PIANO","CONCIERTO","RE MAYOR",,0,,,117,83,09/28/94
"HOB:18:6","HAYDN, FRANZ J.- 1732/1809",,"I MUSICI","CARMIRELLI, P. Y GARATTI, M.T.","VIOLIN Y CLAVE","CONCIERTO","FA MAYOR",6,0,,,8,82,09/28/94
,"HAYDN, FRANZ J.- 1732/1809","GULSCHBAUER, THEODOR","SINFONICA DE BAMBERG",,"TROMPETA","CONCIERTO","MI BEMOL MAYOR",,0,,,95,,09/28/94
"HOB:16:52","HAYDN, FRANZ J.- 1732/1809","GOLDBERG, SZYMON","DE CAMARA DE HOLANDA","HAEBLER, INGRID","PIANO","SONATA","MI SOSTENIDO MAYOR",,0,,,37,83,09/28/94
"HOB:17:6","HAYDN, FRANZ J.- 1732/1809","GOLDBERG, SZYMON","DE CAMARA DE HOLANDA","HAEBLER, INGRID","PIANO","VARIACIONES","FA MENOR",,0,,,37,83,09/28/94
,"HAYDN, FRANZ J.- 1732/1809",,"I MUSICI",,,"CASSATION","SOL MAYOR",2,"H.II",0,,8,82,09/28/94
,"HAYDN, FRANZ J.- 1732/1809",,,"BRENDEL, ALFRED","PIANO","SONATA","DO MENOR",,0,,,134,205,09/28/94
,"HAYDN, FRANZ J.- 1732/1809",,,"BRENDEL, ALFRED","PIANO","SONATA","MI BEMOL MAYOR",,0,,,133,205,09/28/94
"EL OSO - HOB:1:82","HAYDN, FRANZ J.- 1732/1809","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"SINFONIA","DO MAYOR",,0,,,37,81,09/28/94
"LA GALLINA - HOB:1:83","HAYDN, FRANZ J.- 1732/1809","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"SINFONIA","SOL MENOR",,0,,,37,81,09/28/94
"ADIOS - HOB:1:45","HAYDN, FRANZ J.- 1732/1809","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"SINFONIA","FA SOSTENIDO MENOR",,0,,,36,80,09/28/94
"EL RELOJ HOB:1:101","HAYDN, FRANZ J.- 1732/1809","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"SINFONIA","RE MAYOR",,0,,,110,80,09/28/94
,"HAYDN, FRANZ J.- 1732/1809","GMUR, HANSPETER","FILARMONICA DEL SUR ALEMAN",,,"SINFONIA","DO MAYOR",97,0,,,,75,09/28/94
,"HAYDN, FRANZ J.- 1732/1809","PITAMIC, ALEX VON","DEL MOZARTEUM DE SALSBURGO",,,"SINFONIA","MI BEMOL MAYOR",99,0,,,,75,09/28/94
"LA SORPRESA","HAYDN, FRANZ J.- 1732/1809","TOSCANINI, ARTURO","SINFONICA NBC",,,"SINFONIA","SOL MAYOR",94,0,,,,85,09/28/94
"EL RELOJ","HAYDN, FRANZ J.- 1732/1809","TOSCANINI, ARTURO","SINFONICA NBC",,,"SINFONIA","RE MAYOR",,0,,,,85,09/28/94
"MILITAR","HAYDN, FRANZ J.- 1732/1809","SOMARY, J.","MOSTLY MOZART FESTIVAL",,,"SINFONIA","SOL MAYOR",,0,,,123,84,09/28/94
"LONDRES","HAYDN, FRANZ J.- 1732/1809","KARAJAN, HERBERT VON","FILARMONICA DE BERLIN",,,"SINFONIA","RE  MAYOR",,0,,,35,159,09/28/94
"KINDERSINFONIE","HAYDN, FRANZ J.- 1732/1809","KARAJAN, HERBERT VON","FILARMONICA DE BERLIN",,,"SINFONIA","DO MAYOR",,0,,,56,108,09/28/94
"CONCERTANTE","HAYDN, FRANZ J.- 1732/1809","GULSCHBAUER, THEODOR","SINFONICA DE BAMBERG",,,"SINFONIA","SOL BEMOL MAYOR",,84,,,94,,09/28/94
"LA MANANA - HOB:1:44","HAYDN, FRANZ J.- 1732/1809","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"SINFONIA","MI MENOR",,0,,,37,79,09/28/94
"LA PASION - HOB:1:49","HAYDN, FRANZ J.- 1732/1809","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"SINFONIA","FA MENOR",,0,,,37,79,09/28/94
"EL FILOSOFO - HOB:1:22","HAYDN, FRANZ J.- 1732/1809","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"SINFONIA","MI SOSTENIDO MAYOR",,0,,,36,78,09/28/94
"EL MAESTRO - HOB:1:55","HAYDN, FRANZ J.- 1732/1809","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"SINFONIA","MI SOSTENIDO MAYOR",,0,,,36,78,09/28/94
"LA SORPRESA","HAYDN, FRANZ J.- 1732/1809","RICHTER, KARL","FILARMONICA DE BERLIN",,,"SINFONIA","SOL MAYOR",94,0,,,,5,09/28/94
,"HAYDN, FRANZ J.- 1732/1809","SZELL, GEORGE","DE CLEVELAND",,,"SINFONIA","RE MAYOR",93,0,,,119,76,09/28/94
"LA SORPRESA","HAYDN, FRANZ J.- 1732/1809","DORATTI, ANTAL","PHILHARMONIA HUNGARICA",,,"SINFONIA","SOL MAYOR",94,0,,,39,76,09/28/94
,"HAYDN, FRANZ J.- 1732/1809","PREVIN, ANDRE","SINFONICA DE LONDRES",,,"SINFONIA","SOL MAYOR",88,0,,,115,77,09/28/94
,"HAYDN, FRANZ J.- 1732/1809","PREVIN, ANDRE","SINFONICA DE LONDRES",,,"SINFONIA","RE MAYOR",96,0,,,115,77,09/28/94
"HOB:7:B","HAYDN, FRANZ J.- 1732/1809","WAART, EDO DE","DE CAMARA INGLESA","WALEVSKA, CHRISTINE","CELLO","CONCIERTO","DO MAYOR",1,0,,,164,277,09/29/94
"HOB:7:B","HAYDN, FRANZ J.- 1732/1809","WAART, EDO DE","DE CAMARA INGLESA","WALEVSKA, CHRISTINE","CELLO","CONCIERTO","RE MAYOR",2,101,,,,277,09/29/94
"HOB:15:2","HAYDN, FRANZ J.- 1732/1809",,,"BEAUX ARTS TRIO","PIANO Y CUERDAS","TRIO","FA MAYOR",2,0,,,157,279,09/29/94
"HOB:15:8","HAYDN, FRANZ J.- 1732/1809",,,"BEAUX ARTS TRIO","PIANO Y CUERDAS","TRIO","SI SOSTENIDO MAYOR",8,0,,,157,279,09/29/94
"HOB:15:6","HAYDN, FRANZ J.- 1732/1809",,,"BEAUX ARTS TRIO","PIANO Y CUERDAS","TRIO","FA MAYOR",6,0,,,157,279,09/29/94
,"HAYDN, FRANZ J.- 1732/1809",,,"RAMPAL-STERN-ROSTROPOVICH","FLAUTA, VIOLIN Y CELLO","TRIO","DO MAYOR",1,0,,,,298,09/29/94
,"HAYDN, FRANZ J.- 1732/1809",,,"RAMPAL-STERN-ROSTROPOVICH","FLAUTA, VIOLIN Y CELLO","TRIO","SOL MAYOR",2,0,,,,298,09/29/94
,"HAYDN, FRANZ J.- 1732/1809",,,"RAMPAL-STERN-ROSTROPOVICH","FLAUTA, VIOLIN Y CELLO","TRIO","SOL MAYOR",3,0,,,,298,09/29/94
,"HAYDN, FRANZ J.- 1732/1809",,,"RAMPAL-STERN-ROSTROPOVICH","FLAUTA, VIOLIN Y CELLO","TRIO","SOL MAYOR",4,0,,,,298,09/29/94
,"HAYDN, FRANZ J.- 1732/1809",,,"RAMPAL-STERN-ROSTROPOVICH","FLAUTA, VIOLIN Y CELLO","DIVERTIMENTO","SOL MAYOR",2,100,0,,298,,09/29/94
,"HAYDN, FRANZ J.- 1732/1809",,,"RAMPAL-STERN-ROSTROPOVICH","FLAUTA, VIOLIN Y CELLO","DIVERTIMENTO","RE MAYOR",6,100,,,298,,09/30/94
"MILITAR","HAYDN, FRANZ J.- 1732/1809","BECCHAM, THOMAS","FILARMONICA REAL",,,"SINFONIA","SOL MAYOR - 100",,0,,,,316,09/30/94
"REDOBLE DE TAMBOR - 103","HAYDN, FRANZ J.- 1732/1809","BECCHAM, THOMAS","FILARMONICA REAL",,,"SINFONIA","MI BEMOL",,0,,,,316,09/30/94
"EMPERADOR","HAYDN, FRANZ J.- 1732/1809",,"CUARTETO AMADEUS",,"CUERDAS","CUARTETO","DO MAYOR",3,76,,,205,341,09/30/94
"HOB:7:1","HAYDN, FRANZ J.- 1732/1809","ABBADO, CLAUDIO","SINFONICA DE CHICAGO",,,"CONCIERTO","MI BEMOL MAYOR",,0,,,,344,09/30/94
"HOB:16:32","HAYDN, FRANZ J.- 1732/1809",,,"BRENDEL, ALFRED","PIANO","SONATA","SI MENOR",,0,,,213,351,09/30/94
"HOB:16:42","HAYDN, FRANZ J.- 1732/1809",,,"BRENDEL, ALFRED","PIANO","SONATA","RE MAYOR",,0,,,213,351,09/30/94
"HOB:16:34","HAYDN, FRANZ J.- 1732/1809",,,"BRENDEL, ALFRED","PIANO","SONATA","MI MENOR",,0,,,213,351,09/30/94
"HOB:17:4","HAYDN, FRANZ J.- 1732/1809",,,"BRENDEL, ALFRED","PIANO","FANTASIA","DO MAYOR",,0,,,213,351,10/09/94
"HOB:17:9","HAYDN, FRANZ J.- 1732/1809",,,"BRENDEL, ALFRED","PIANO","ADAGIO","FA MAYOR",,0,,,213,351,10/09/94
"12 - ALEMANAS","HAYDN, FRANZ J.- 1732/1809","WAGNER, ROBERT","SINFONICA DE INNSBRUCK",,,"DANZA",,,0,,,237,,10/09/94
"LA CAZA","HAYDN, FRANZ J.- 1732/1809",,"CASPAR DA SALO QUARTETT",,"CUERDAS","CUARTETO","SI BEMOL MAYOR",1,1,2,,,,10/09/94
,"HAYDN, FRANZ J.- 1732/1809",,"CASPAR DA SALO QUARTETT",,"CUERDAS","CUARTETO","DO MAYOR",1,64,2,,,,10/09/94
"EMPERADOR","HAYDN, FRANZ J.- 1732/1809",,"CASPAR DA SALO QUARTETT",,"CUERDAS","CUARTETO","DO MAYOR",3,76,2,,,,10/09/94
"EXTRACTO DEL CUARTETO OP3/5","HAYDN, FRANZ J.- 1732/1809",,"I MUSICI",,"CUERDAS","SERENATA","FA MAYOR",,0,30,,,,10/09/94
,"HAYDN, FRANZ J.- 1732/1809",,"HAGEN QUARTETT",,"CUERDAS","CUARTETO","RE MAYOR",5,64,39,,,,10/09/94
,"HAYDN, FRANZ J.- 1732/1809",,"HAGEN QUARTETT",,"CUERDAS","CUARTETO","SI BEMOL MAYOR",1,1,39,,,,10/09/94
,"HAYDN, FRANZ J.- 1732/1809",,"HAGEN QUARTETT",,"CUERDAS","CUARTETO","SOL MENOR",3,74,39,,,,10/09/94
"DE LOS JUGUETES","HAYDN, MICHAEL - 1737/1806","MARRINER, NEVILLE","ACAD.SAN MARTIN IN THE FIELDS",,,"SINFONIA",,,0,,,105,122,10/09/94
"DE LA OPERA ""ZAMPA""","HEROLD, LOUIS J. F.- 1791/1833","BERSTEIN, LEONARD","FILARMONICA DE NUEVA YORK",,,"OBERTURA",,,0,,,112,96,10/09/94
,"HOFFMEISTER, FRANZ A.-1754/812",,"CAMERATA BARILOCHE","LYSY, ALBERTO","CUERDAS","QUINTETO","MI BEMOL MAYOR",,0,,,137,203,10/09/94
"MATHIS DER MALER","HINDEMITH, PAUL - 1895/1963","BLOMSTEDT, HERBERT","SINFONICA DE SAN FRANCISCO",,,"SINFONIA",,,0,67,,,,10/09/94
"TRAUERMUSIK","HINDEMITH, PAUL - 1895/1963","BLOMSTEDT, HERBERT","SINFONICA DE SAN FRANCISCO",,,".",,,0,67,,,,10/09/94
"METAMORFOSIS","HINDEMITH, PAUL - 1895/1963","BLOMSTEDT, HERBERT","SINFONICA DE SAN FRANCISCO",,,"SINFONIA",,,0,67,,,,10/09/94
"DEL JEFE CAUCASICO","IPPOLITOV IVANOV, MICHAEL","ORMANDY, EUGENE","DE FILADELFIA",,,"MARCHAS",,,0,,,5,99,10/09/94
"DEL JEFE CAUCASICO","IPPOLITOV IVANOV, MICHAEL","BERSTEIN, LEONARD","FILARMONICA DE NUEVA YORK",,,"MARCHAS",,,0,,,,20,10/09/94
"MLADI (DE LA JUVENTUD)","JANACEK, LEOS - 1854/1928",,"ORPHEUS CHAMBER ORCHESTRA",,,"SUITE",,,0,,,206,343,10/09/94
,"JANACEK, LEOS - 1854/1928","NEUMANN, V.","FILARMONICA CHECA","FIRKUSNY, R.","PIANO","CONCERTINO",,,0,,1,,,10/09/94
,"JANACEK, LEOS - 1854/1928","NEUMANN, V.","FILARMONICA CHECA","FIRKUSNY, R.","PIANO (MANO IZQUIERDA)","CAPRICHO",,,0,,2,,,10/09/94
"DEL SABLE DE ""GAYANEH""","KHATCHATURIAN, ARAM -1903/1978","FRIEDLER, ARTHUR","BOSTON POPS",,,"DANZA",,,0,,,,126,10/09/94
"TAMBOURIN CHINOIS","KREISLER, FRITZ - 1875/1962",,,"MENUHIN, YEHUDI","VIOLIN",".",,,3,,,60,67,10/09/94
,"KABALEVSKY, DMITRI - 1904/","FOSTER, LAWRENCE","FILARMONICA REAL","ZUCKERMAN, PINCHAS","VIOLIN","CONCIERTO",,,0,,,174,322,10/09/94
"I PAGLIACI","LEONCAVALLO, RUGGIERO -1858/19","MUTI, RICCARDO","PHILHARMONIA","CARRERAS, J. Y SCOTTO, R.",,"OPERA",,,0,,,40,999,10/09/94
,"LOCATELLI, PIETRO -1695/1764",,"CAMERATA BARILOCHE","LYSY, ALBERTO","VIOLIN","CONCIERTO","DO MAYOR",5,3,,,64,,10/09/94
"NORUEGA","LALO, EDOUARD - 1823/1892","ALMEIDA, ANTONIO DE","DE LA OPERA DE MONTECARLO",,,"RAPSODIA",,,0,,,71,11,10/09/94
"ESPANOLA","LALO, EDOUARD - 1823/1892","ORMANDY, EUGENE","DE FILADELFIA",,"VIOLIN","SINFONIA","RE MENOR",,21,,,108,33,10/09/94
,"LALO, EDOUARD - 1823/1892","MACKERRAS, CHARLES","NEW PHILHARMONIA DE LONDRES","SCHIFF, HEINRICH","CELLO","CONCIERTO","RE MENOR",,0,,,163,282,10/09/94
"RUSO","LALO, EDOUARD - 1823/1892","FROMENT, LOUIS","DE LA RADIO DE LUXEMBURGO","RICCI, RUGGIERO","VIOLIN","CONCIERTO",,,29,,,190,999,10/09/94
"ESPANOLA","LALO, EDOUARD - 1823/1892","KUNTZSCH, MATTHIAS","SINFONICA BOCHUM","RICCI, RUGGIERO","VIOLIN","SINFONIA","RE MENOR",,21,,,190,999,10/09/94
,"LALO, EDOUARD - 1823/1892","FROMENT, LOUIS","DE LA RADIO DE LUXEMBURGO","RICCI, RUGGIERO","VIOLIN","CONCIERTO","FA MAYOR",,20,,,190,999,10/09/94
"SERENATA","LALO, EDOUARD - 1823/1892","FROMENT, LOUIS","DE LA RADIO DE LUXEMBURGO","RICCI, RUGGIERO","VIOLIN","ROMANZA",,,0,,,190,999,10/09/94
"BALLET","LALO, EDOUARD - 1823/1892","FROMENT, LOUIS","DE LA RADIO DE LUXEMBURGO","RICCI, RUGGIERO","VIOLIN","FANTASIA",,,0,,,191,999,10/09/94
"GUITARRE","LALO, EDOUARD - 1823/1892","FROMENT, LOUIS","DE LA RADIO DE LUXEMBURGO","RICCI, RUGGIERO","VIOLIN",".",,,0,,,191,999,10/09/94
"NORUEGA","LALO, EDOUARD - 1823/1892","FROMENT, LOUIS","DE LA RADIO DE LUXEMBURGO","RICCI, RUGGIERO","VIOLIN","FANTASIA",,,0,,,191,999,10/09/94
,"LALO, EDOUARD - 1823/1892","KOHLER, SIEGFRIED","FILARMONICA DE STTUTGART","VARGA, LASZLO","CELLO","CONCIERTO","RE MENOR",,0,,,191,999,10/09/94
,"LALO, EDOUARD - 1823/1892","KUNTZSCH, MATTHIAS","FILARMONICA DE STTUTGART","DOSSE, MARYLENE","PIANO","CONCIERTO","FA MENOR",,0,,,180,999,10/09/94
"ESPANOLA","LALO, EDOUARD - 1823/1892","MEHTA, ZUBIN","FILARMONICA DE LOS ANGELES","ZUCKERMAN, PINCHAS","VIOLIN","SINFONIA","RE MENOR",,21,14,,,,10/09/94
,"LALO, EDOUARD - 1823/1892","MAAZEL, LORIN","NACIONAL DE FRANCIA","YO-YO-MA","CELLO","CONCIERTO","RE MENOR",,0,32,,,,10/09/94
,"LISZT, FRANZ - 1811/1886",,,"HOROWITZ, VLADIMIR","PIANO","CONSOLACION",,3,0,,,25,155,10/09/94
"MEFISTO","LISZT, FRANZ - 1811/1886",,,"HOROWITZ, VLADIMIR","PIANO","VALS",,,0,,,25,155,10/09/94
,"LISZT, FRANZ - 1811/1886",,,"HOROWITZ, VLADIMIR","PIANO","SONATA","SI MENOR",,0,,,43,94,10/09/94
"LOS PRELUDIOS","LISZT, FRANZ - 1811/1886","KARAJAN, HERBERT VON","FILARMONICA DE LONDRES",,,"POEMA SINFONICO",,3,0,,,56,108,10/09/94
"LOS PRELUDIOS","LISZT, FRANZ - 1811/1886","HAITINK, BERNARD","FILARMONICA DE LONDRES",,,"POEMA SINFONICO",,,0,,,72,90,10/09/94
"ORFEO","LISZT, FRANZ - 1811/1886","HAITINK, BERNARD","FILARMONICA DE LONDRES",,,"POEMA SINFONICO",,,0,,,72,90,10/09/94
"TASSO, LAMENTO Y TRIUNFO","LISZT, FRANZ - 1811/1886","HAITINK, BERNARD","FILARMONICA DE LONDRES",,,"POEMA SINFONICO",,,0,,,72,90,10/09/94
"HUNGARAS (6)","LISZT, FRANZ - 1811/1886","DORATTI, ANTAL","SINFONICA DE LONDRES",,,"RAPSODIA",,,0,,,42,91,10/09/94
"HUNGARA","LISZT, FRANZ - 1811/1886","BENZI, ROBERTO","DE CONCIERTOS LAMOUREUX",,,"RAPSODIA","RE MENOR",4,0,,,,11,10/09/94
"SOBRE UNA CANTATA DE BACH","LISZT, FRANZ - 1811/1886",,,"BRENDEL, ALFRED","PIANO","VARIACIONES",,,0,,,29,93,10/09/94
"ARMONIAS POETICAS Y RELIGIOSAS","LISZT, FRANZ - 1811/1886",,,"BRENDEL, ALFRED","PIANO","PIEZA",,3,0,,,29,93,10/12/94
"ARMONIAS POETICAS Y RELIGIOSAS","LISZT, FRANZ - 1811/1886",,,"BRENDEL, ALFRED","PIANO","PIEZA",,4,0,,,29,93,10/12/94
"Y FUGA SOBRE UN TEMA DE BACH","LISZT, FRANZ - 1811/1886",,,"BRENDEL, ALFRED","PIANO","FANTASIA",,,0,,,29,93,10/12/94
"DE ROBERTO EL DIABLO","LISZT, FRANZ - 1811/1886",,,"WILD, EARL","PIANO","REMINISCENCIAS",,,0,,,227,130,10/12/94
"DE LOS GNOMOS","LISZT, FRANZ - 1811/1886",,,"WILD, EARL","PIANO","DANZA",,,0,,,227,130,10/12/94
"MEFISTO","LISZT, FRANZ - 1811/1886",,,"WILD, EARL","PIANO","POLCA",,,0,,,227,130,10/12/94
